Overview;Like
maya larkin devota catolica parecer poseida demonio juventud colabora padre lareaux john townshend expertos exorcistas atienden almas atormentadas consideran poseidas satan efectuan exorcismo asesino serie henry birdsong maya compañeros contactan periodista peter kelson autoridad asuntos criminales piensa creencias absurdas;0
owen baker solitario jovencito doce años edad trabajando paseador perros barrio ganarse privilegio perro duro frutos padres señor señora baker dejan owen adoptar desaliñado chucho pone nombre hubble perro chico previsto owen despierta mañana descubre entender hubble;0
nan;0
grupo atletas universitarios norteamericanos viaje europa cogen tren conducira carrera mortal remake pelicula tren terror ;0
nan;0
swelter historia atracadores cometen atrevido rentable robo vegas detenidos lider banda escapa pierde memoria acaba convertido sheriff pequeña localidad llegan secuaces pasados años recuperar partes botin agente ley recuerda escondio;0
¿que significa arriesgar vida ideales ¿hasta revolucionarios defensa creencias lucha nacion filmaffinity;1
tong po batistaasesina piedad pleno ring eric sloane hermano kurt sloane vivido sombra eric ve desatado deseo venganza kurt entrenara maestro durand convertirse luchador cumplir ajuste cuentas;0
jared phelps kirby heyborne completado años servicio misionero completo iglesia jesucristo santos ultimos presidente mision prometido bendecido servicio piensa resuelto novia esperando jefe prometio recuperar antiguo solicitud byu;0
nan;0
departamento policia massachussets enfrenta banda crimen organizado ciudad boston estrategia consiste acabar frank costello poderoso jefe mafia irlandesa encargado infiltrarse banda joven novato billy costigan billy ganarse confianza costello joven policia colin sullivan sube rapidamente categoria ocupa puesto unidad investigaciones especiales grupo elite cuya mision acabar costello colin topo infiltrado policia costello;1
mercenario llamado simmons traicionado asesinado diabolico jefe baja infiernos pacto diablo volver tierra figura spawn volver mujer;0
cien años confinamiento dracula liberado mundo dominado tentacion caos encaja perfeccion siglo xxi decide viajar unidos perfecto seducir bellas jovenes luchar conquista mueve razon algun orleans joven unica persona mundo comparte oscuro legado;0
fuerza futurista compuesta expertos militares asignada cumplir peligrosa mision salvar nacion democratica mercenario tomar;0
astronauta mark watney botanico ingeniero mecanico nasa ve atrapado planeta marte tripulacion ares  evacuar aterrizaje tormenta arena  tripulacion ve obligado encontrar forma regresar tierra sobrevivir confiando habilidades cientificas tecnicas agoten suministros compañeros astronautas piensan muerto watney comienza escribir diario divagando futuro muerte nasa descubre traves satelite mark vivo comienzan rescate ocultandoselo resto grupo;1
nan;0
padre lamont encargado investigar muerte padre merrin causa posesion diabolica joven regan lamont viajara africa investigar caso posesion demoniaca regresa york regan nuevamente poseida ocasion maquina hipnotica doctor gene tuskin;0
aspirante actriz cathy seldon idolo cine mudo don lockwood pensaba tenia fama fortuna exito conocerla realmente faltaba vida nacimiento cine sonoro don filmar musicales kathy interpone reina cine mudo lina lamont;1
mississippi años  skeeter emma stone joven sureña regresa universidad decidida convertirse escritora llegada altera vida ciudad amigos propuesto entrevistar mujeres negras vida servicio familias sufriendo formas discriminacion racial;1
pelicula misterio suspense historia grace nicole kidman aislado caseron victoriano educa hijos estrictas normas religiosas sufren extraña enfermedad recibir directamente luz sirvientes incorporan vida familiar aprender regla vital casa estara penumbra abrira puerta cerrado estricto orden grace impuesto desafiado grace niños rodean daran paso inesperado definitivo;1
cronica rutina diaria unidad infantil departamento policia paris abusos menores conflictos familiares niños carteristas violaciones sexo precoz fred policia rebelde enamora melissa fotografa nombrada gobierno colaborar cuerpo policial dividida fred violento mundo vive diariamente lino rico infiel esposo;1
infantil inepto corky romano hijo marginado capo mafia reclutado familia infiltrarse fbi destruir pruebas meter rejas estrafalario padre cosa complica convierte ¡super agente corky debera mantener reputacion intentera incubrir actividades ilegales padre;0
narra historia niños spencer breslin kate mara ryan newman michael cassidy causa extraordinarios poderes parecen encajar ayuda jack tim allen apodado capitan zoom superheroe baja forma perdido poderes aprenden utilizar habilidades especiales convertirse superheroes salvar mundo destruccion segura lleguen casa cenar menores edad clandestinos subestimados niños forman equipo mundo visto;0
siglo xviii numero tribus nomadas fundaron nacion kazajstan siglos enorme territorio limitrofe china tibet rusia tribus lucharon pueblos intentaban someterlos;0
asfixiantes pasillos estacion central rio janeiro antigua maestra gana vida escribiendo cartas dictan analfabetos endurecida soledad adversidad dora ido cayendo estoica indiferencia clientes muere atropellada salida estacion decide hacerse cargo hijo llevarlo casa padre remota zona nordeste brasil;1
trepidante drama accion ambientado peligroso emocionante mundo carreras coches genial impetuoso principiante jimmy bly pierde posiciones ranking soportar presion somete ambicioso hermano promotor asunto impide concentrarse conquistar sophia novia maximo rival dueño escuderia pide ayuda joe estrella automovilismo cuya esplendida carrera vio truncada tragico accidente bly llegue cima joe tendra resolver problemas personales filmaffinity;0
empresa comercial inmobiliario manda vender viviendas zona desierta salvaje oregon tendra enfrentarse extrañas criaturas pondran serias dificultades;0
augustus gibbons miembro agencia seguridad nacional norteamericana librarse ataque mortal protagonizado desconocidos gibbons sospecha asesinos enviados faccion secreta radical actua casa blanca busca militar experto entrenado ayude desenmascarar grupo radical esconde gobierno desgraciadamente darius stone hombre idoneo prision gibbons ayuda fugarse convence colabore agente xxx;0
documental surf relata primeras raices polinesia renacimiento comienzos siglo xx desarrollo ancho costas california años ;1
joven ilusiones lucha insomnio consecuencia hastio gris rutinaria vida viaje avion conoce tyler durden carismatico vendedor jabon sostiene filosofia particular perfeccionismo cosa gentes debiles cambio autodestruccion unico realmente vida merezca pena deciden formar club secreto lucha descargar frustaciones ira tendra exito arrollador;1
christine collins madre recupera hijo habian secuestrado meses locura fotografiado reencuentro comienza sospechar niño entregado hijo fuerzas orden corruptas opinion publica esceptica dilucidar misterio cueste cueste tachada loca incapacitada aliado reverendo briegleb ayudara busqueda;1
vida podia dibujante comics stu miley creado tira comica exito protagonizada monkeybone mono deslenguado tunante inclinacion enfermiza puyas inteligentes payasadas subidas tono noche stu pedir novia julie case cae fulminado victima inesperado accidente;0
nan;1
homenaje rock  gracias criticas musicales adolescente aspira periodista contratado revista rolling stone cubrir gira famosa banda juventud oposicion madre chico vivira musicos fans aventura inolvidable basada experiencia crowe;1
comedia factoria apatow virgen  lio embarazoso supersalidos gira torno personajes viven prehistoria dirigida harold ramis cazafantasmas atrapado;0
basada real ocurrido  narra historia solomon northup culto musico negro hombre libre vivia familia york compartir copa desconocidos solomon descubre drogado secuestrado vendido esclavo sur plantacion louisiana renunciando abandonar esperanza solomon contempla sucumben violencia abuso emocional desesperanza decide correr riesgos increibles confiar gente aparente recuperar libertad reunirse familia;1
pistachio disguisey camarero restaurante italiano padre posee asombroso don mimica talento genetico descendiente extenso linaje maestros disfraz heredado secreto don familiar conocido energico padre pistachio instantaneamente pasar famosa estrella pop convertirse heroe deportivo tiempos permitiendole paso prohibido;0
año  planeta tierra devastado vida cientos solitarios años construido limpiar planeta basura pequeño robot wall•e descubre mision vida moderna lustrosa robot exploradora llamada eve viajaran galaxia viviran emocionante inolvidable aventura;1
adaptacion videojuego pantalla grande siglo xxvii confederacion gobierna humanidad lista declarar guerra kilrathi raza extraterrestre pretende invadir tierra escuadron formados jovenes pilotos equipo tendra frente temible enemigo;0
historia amistad especial desarrolla elliott chico joven solitario reside barrio afueras ciudad californiana visitante sabio corazon procedente planeta pierde tierra elliott ayudar compañero extraterrestre contactar planeta natal rescaten escapar cientificos agentes gobierno desean apresar alienigena resultado aventura imaginado;1
basada hechos reales narra historia agente fbi joe pistone abandona temporalmente familia pasar gangster joyero donnie brasco aceptado mafiosos probar lealtad disposicion cometer crimenes acceder corazon actividades clan bonnano donnie gana confianza lefty ruggiero cinico pistolero decadencia consiguio entrar altas esferas;1
basada vida real ron woodroof cowboy rodeo texano drogadicto mujeriego  diagnosticaron sida pronosticaron mes vida empezo tomar azt unico medicamento disponible epoca luchar terrible enfermedad;1
pelicula basada hechos reales corredor bolsa neoyorquino jordan belfort mediados años  belfort joven honrado perseguia sueño americano agencia valores aprendio importante ganar clientes ambicioso ganar comision enorme exito fortuna valio mote lobo wall street dinero mujeres drogas tentaciones abundaban temor ley irrelevante jordan manada lobos consideraban discrecion cualidad anticuada conformaban tenian;1
historia hombre despierta cama sufre perdida memoria accidente empezar sospechar mujer esposa red mentiras engaños profundizar casa preso;0
nan;0
grupo jovenes compitiendo concurso nacional videos musicales;0
años batman desaparecio dejando heroe convertirse fugitivo asumir culpa muerte fiscal distrito harvey dent caballero oscuro decidio sacrificarlo consideraba comisario gordon mentira funciona actividad criminal ciudad gotham ve aplacada gracias dura ley dent cambia llegada astuta gata ladrona pretende cabo misterioso plan peligrosa aparicion escena bane terrorista enmascarado cuyos despiadados planes obligan bruce regresar voluntario exilio;1
nan;0
hermanas stratford distintas guapa popular bianca salido chico kat hermana bruja genio arisca propuesto rechazar chico demuestre minimo interes desgraciadamente estricto reglamento rige hogar stratford prohibe blanca novio insoportable hermana situacion improbable kat vida social desastrosa blanca desesperada baile curso pretendiente cameron guarda sorpresa;1
vacaciones verano  shaun niño solitario cuyo padre muerto guerra malvinas adoptado grupo cabezas rapadas skinheads amigos shaun descubre fiestas amor botas dr martins amigos combo skin racista acaba salir carcel;1
noche halloween michael niño años asesina familia cuchillo cocina internado psiquiatrico huye quince años precisamente vispera halloween psicopata vuelve pueblo comete serie asesinatos medicos psiquiatrico pista;1
emigrante cubano frio sanguinario tony montana llega cuba instalarse miami propone hacerse nombre crimen organizado florida amigo manny rivera inicia ascendente carrera delictiva;1
hiciera george lucas american graffiti veinte años linklater retrata clase estudiantes instituto  fiesta base cerveza marihuana novatadas unico chicos novatos acaban llegar;1
apacible anodina vida francesca johnson ama casa vive granja familia ve alterada llegada robert kincaid veterano fotografo revista national geographic visita condado madison fotografiar viejos puentes francesca invita robert cenar amor pasion desconocida nacera;1
magica noche sueñan estudiantes instituto convierte pesadilla donna keppel brittany snow obseso psicopata mato familia escapa carcel viene buscarla deberia noche vida convierte mortal juego gato raton donna amigos atacados sanguinario demente dejara interponga victima elegida;0
cassandra vida feliz punto empezar año universidad vida giro abismal noche regresando fiesta amigos discusion novio distraiga produzca terrible accidente queda herida muere recuperacion ve atormentada culpabilidad perseguida terribles visiones premoniciones personajes mundo muertos parecen rodearla llamar atencion;0
nan;0
verano  agentes judiciales teddy daniels chuck aule destinados remota isla puerto boston investigar desaparicion peligrosa asesina recluida hospital psiquiatrico ashecliffe centro penitenciario criminales perturbados dirigido siniestro doctor john cawley descubriran centro guarda secretos isla esconde peligroso pacientes;1
michael myers tenia años apuñalo hermana muerte años encerrado centro psiquiatrico smiths groves logro escapar subitamente halloween convirtio sinonimo locura miembro familia asesinado quedo jamie lloyd sobrina nueve años haddonfield noche halloween fiesta cualquiera dicha celebracion michael decide visitar pueblo natal unico objetivo asesinato premeditado años michael muriera presumiblemente consumido llamas haddonfield celebrar halloween michael myers listo fiesta;0
ellen brody vive pueblecito isleño amity hijos michael world marido martin fallecio ataque corazon miedo escualos policia pueblo noche navidad acudir llamada desenredar tronco boya devorado tiburon blanco madre piensa venganza personal familia hijo michael decide llevarsela mujer hija amity;0
injustamente acusado asesinato cometido salem recluido años sanatorio mental responsables acusacion hermanas cuñado anton realidad cometio crimen salem fugarse sanatorio llegar granja vive familia intencion cabo cruel venganza arruinado vida;1
mike myers protagoniza pelicula papel travieso visitante felino sombrero enseña niños divertido divertirse dakota fanning spencer breslin encarnan niños placer presenciar anarquica conducta gato habilidad divertirse desafiando leyes gravedad kelly preston papel madre alec baldwin lawrence quinn vecino aspira convertirse padrastro niños desesperacion;0
randle mcmurphy jack nicholson violador espiritu libre vive contracorriente recluido hospital psiquiatrico inflexible disciplina centro acentua contagiosa tendencia desorden acabara desencadenando guerra pacientes personal clinica fria severa enfermera ratched louise fletcher cabeza suerte paciente pabellon juego;1
remy simpatica rata sueña convertirse chef frances oposicion familia problema evidente supone rata profesion detesta roedores destino remy alcantarillas paris situacion justo restaurante famoso gracias auguste gusteau estrella cuisine peligro representa visitante comun deseado fogones exquisito restaurante frances pasion remy cocina pone patas mundo culinario parisino trepidante emocionante aventura;1
nan;0
extraño deprimente universo futurista reinan maquinas mosca cae ordenador cambia apellido guerrillero harry tuttle robert niro tranquilo padre familia harry buttle detenido asesinado aparato represor tranquilo burocrata sam lowry jonathan pryce encargado devolver talon familia victima circunstancia permite jill layton kim greist mujer sueños persigue amistad harry tuttle convierte complice;1
narra historia fifa principal institucion futbolistica fundacion  especialmente centrada principales conocidos presidentes jules rimet joao havelange sepp blatter;0
mary normal relacion demas organizan cita ciegas apuesto operador camara steve mary cree quimica evidente steve “el” steve piensa mary loca mary absolutamente segura encontrado alma gemela decide haga falta comienza perseguirle descanso steve recorre cubriendo noticias actualidad;0
costa pequeño pueblo unidos enorme tiburon ataca personas temiendo fatales consecuencias provocar negocio turistico alcalde niega cerrar playas difundir noticia ataque tiburon playa termina vida bañista terror publico veterano cazador tiburones cientifico jefe policia local unen caza temible escualo;1
nan;1
pelicula superheroes enmascarados charge jason trost cutthroat lucas till the wall lee valmassy shadow sophie merkley ven despojados poderes archienemigo james remar derrotaron años pensaban villano pone prueba heroes traves serie brutales desafios practicamente imposibles superar tendran luchara reloj carrera evitar significar destruccion ¿prevaleceran superheroes veran condenados desaparicion simples seres humanos;0
jules vincent asesinos sueldo luces marsellus wallace vincent confiesa jules marsellus pedido cuide mujer jules recomienda prudencia peligroso sobrepasarse novia jefe llega hora ponerse manos obra mision recuperar misterioso maletin;1
nan;1
labores recuperacion restos famoso trasatlantico titanic anciana norteamericana pone contacto expedicion acudir plataforma flotante instalada mar norte asistir in situ recuperacion recuerdos traves memoria reviviremos acontecimientos marcaron siniestro famoso siglo xx hundimiento trasatlantico lujoso mundo maquina sofisticada considerada «insumergible» sucumbio heladas aguas atlantico abril  llevandose vida  personas mitad pasaje recueros anciana cabida tragedia historia amor vivio joven pasajero clase pintor aficionado ganado pasaje ganar cartas taberna southampton;1
carrera oficial marina john triton termina sufre lesion rehen irak comienza nuevamente vida soldado ladron diamantes secuestra mujer marine descansara cumplir mision importante vida;0
conflictivo rebedde sacerdote viaja roma investigar extraña muerte mentor joven sacerdote descubre misterioso fallecimiento obra the eater comedor pecados antigua figura relaciona sacerdotes comian carne cuerpos hacerse cargo pecados perdonados difunto absolviendo muertos filmaffinity;0
abrir cerrar ojos rapto biblico azota mundo millones personas desaparecen dejar rasto queda ropa pertenencias instante terror caos invade humanidad;0
camino angeles florida asistir boda hermana debiera recoger autoestopista viaje transforma sangrienta pesadilla compañero viaje cazador presas malditos errante banda alimenta viciosamente victimas encuentran noche desiertas autopistas recogen asustada megan asesinos abandonado siente atraido belleza complica infectado malditos unica cura matar lider banda kit carrera mortal fracasan sufriran unico destino unirse enemigos filmaffinity;0
guerra mundial  grupo prisioneros britanicos obligados japoneses construir puente oficiales capitaneados flematico coronel opondran orden viole convencion ginebra derechos condiciones vida prisioneros guerra;1
enfrentamiento duro policia denzel washington inteligente atracador clive owen tenso secuestro rehenes banco manhattan desarrolla peligroso juego gato raton aparece persona contratada influyente propietario banco christopher plummer madaline jodie foster poderosa broker agenda secreta;1
nan;1
comedia creadores scary movie ocasión parodian tipo comedias románticas julia jones romántica empedernida conoce hombre sueños británico grant folloatuhija puedan boda griega tendrá padres contratar planes boda pelearse amiga grant andy espectacular mujer boicotear boda amigo;0
nan;0
nan;1
parodia peliculas bailes adolescentes joven bailarin street dance thomas uncles damon wayans jr tendencia camino joven hermosa megan white shoshana bush unen gracias pasion baile puestos prueba competicion baile divertida;0
¿que pasaria tecnologias inalambricas conectaran mundo ¿y mundo utilizara tecnologia colarse ¿y conexion pudiera interrumpirse meterse mundo encendieramos movil conectaramos email contaminar aparatos llevarse vida pulse basada pelicula terror japonesa  kairo escrita dirigida kiyoshi kurosawa historia grupo adolescentes japoneses investigan serie suicidios relacionados webcam ofrece conecte posibilidad interactuar muertos filmaffinity;0
futuro cercano tierra perfeccion genetica impera seres inferiores vincent freeman cuyo adn fruto relacion natural laboratorio condenados fracaso vincent triunfar conseguira esconder condicion objetivo ansiado piloto espacial;1
remake film arthur hill  titulo original protagonizado jack lemmon sandy dennis ocasion steve martin goldie hawn pareja visita york entrevista cuyo viaje estancia manzana sale esperaban;0
porter stoddard arquitecto neoyorkino fama atravesando tipica crisis mediana edad poniendo peligro apacible matrimonio ellis griffin amigo engañando esposa mona entera abandona decide trasladarse casa familiar compañia porter asesore emprender serie reformas filmaffinity;0
nan;0
nina brillante bailarina forma compañia ballet york vive completamente absorbida danza presion controladora madre rivalidad compañera lily exigencias severo director iran incrementando medida acerca estreno tension provoca nina agotamiento nervioso confusion mental incapacitan distinguir realidad ficcion;1
nan;1
nan;0
ernest celestine cuento narra rasgos historia amistad oso convertirse notario ratoncita distraida ganas dentista;1
maddy gus austin chica chicos mision permiso especialista campo escalar genio ordenadores maestro mecanica tarea robar impenetrables bancos salvar padre problemas plan prueba contratiempos metodos ingeniosos edad conducir filmaffinity;0
viejisima batalla gatos perros felino enloquecido raya kitty galore antigua agente organizacion gatos espias miau vuelto picara ideado plan diabolico derrotar enemigos caninos subyugar antiguos compañeros felinos dominar mundo frente amenaza precedentes gatos perros ven obligados unir fuerzas historia insolita alianza salvarse amos;0
nan;0
año  viajes realidad patente tecnologia empresa frente charles hatton ben kingsley organizado safaris cazar dinosaurios prehistoricos travis ryan edward burns jefe expedicion encargado seguridad viajeros jugar peligroso minimo error consecuencias devastadoras presente ryan doctora sonia rand catherine mccormack tendran enfrentarse suerte peligros sobrevivir evitar alteraciones presente;0
vaticano exorcismos grabado joe marino american filmmaker desplazo italia arrojar luz fenomeno exorcismos acompañado padre luigi exorcista joe desplaza sur italia sagrado profano vivido juntos rituales cristianos intimamente ligados paganos;0
nan;0
nan;0
nan;0
mujer viaje europa decide regresar londres espera novio socio viaje conoce hombre enamoran casado;1
nemo pececillo hijo unico querido protegido padre capturado arrecife australiano vive pecera oficina dentista sidney timido padre nemo embarcara peligrosa aventura rescatar hijo nemo amigos astuto plan escapar pecera volver mar;1
parodia exitosa pelicula  heroico leonidas armas ropa interior cuero capa lidera grupo  espartanos defensa patria invasores persas cuyas filas incluyen ghost rider rocky balboa transformers jorobada paris hilton;0
italia epoca peste negra grupo jovenes ciudad florencia refugia plaga pasar cuentan serie historias acerca amor aventura lorenzo lamberti christensen joven rufian metido trifulcas espadas devaneos amorosos pasar jardinero convento esconderse gerbino ratta roth noble codicioso despiadado puesto precio cabeza beso furtivo joven desconocida barton hara amor objetivo encontrar mujer misteriosa conoce rostro labios adaptacion libre clasico boccaccio decameron;0
henry spencer novia bebe humano bebe reptil henrry pasa intentando bebe deje travesuras apartamento tuerce madre pequeño abandona padre hijo aspecto bebe modos henry hombre fuerte serie acontecimientos inesperados haran esfuerce condicion padre soltero;1
drina joven latina cuidadora residencia semana crawford transcurre normalidad hijo llega casa impacto coche;0
woodhouse matrimonio neoyorquino muda edificio situado frente central park amigo pesa maldicion instalados amigos minnie roman castevet vecinos colman atenciones perspectiva futuro woodhouse deciden hijo rosemary queda embarazada unico recuerda amor extraña criatura dejado cuerpo lleno marcas paso rosemary empieza sospechar embarazo normal;1
 años guerra mundial  jueces complices politica nazi esterilizacion limpieza etnica juzgados nuremberg haywood spencer tracy juez norteamericano retirado recae importante responsabilidad presidir juicio crimenes guerra nazis;1
ciudad mexico fatal accidente automovilistico afecta tragicamente personas octavio joven adolescente decide fugarse susana esposa hermano cofi perro convierte dinero necesitan escapar juntos daniel hombre  años deja esposa hijos irse vivir valeria hermosa modelo festejan vida destino valeria victima tragico accidente;1
jason escogido victimas grupo escolares crystal lake masacre decide manhattan acabar supervivientes embestida;0
lisa jorgenson reese witherspoon joven atleta  años convencida vida sentimental fracaso inesperadamente vera envuelta divertido triangulo amoroso george paul rudd ejecutivo plena crisis matty owen wilson jugador beisbol profesional ¿por decidira ¿como amor;0
centra ciudad aterrorizada miles tiburones traidos huracan tornados empiezan formar criar tiburones tierra asesinos mortales comienzan destruccion agua tierra aire;0
nan;0
brasil año  capitan nascimento wagner moura mando escuadron batallon operaciones policiales especiales bope cuerpo elite policia rio janeiro mision actuar favelas policia miedo corrupcion interviene nascimento dejar puesto punto padre necesita encontrar sustituto adecuado comienza instruir policias honestos amigos infancia neto hombre accion matias estudia derecho cree ley juntos entraran bope cumpliran misiones ultimas consecuencias;1
nan;0
drama basado relatos cortos bret easton ellis escritor american psycho historias entrelazadas ambientadas angeles protagonizadas ejecutivo hollywood esposa amante estrella rock vampiro secuestrador;0
equipo filmacion viaja alpes austriacos frontera antigua yugoslavia rodar anuncio deportes extremos ignoran filmando alrededores escondite secreto criminal guerra serbio;0
taller italia siglo xvii maestro artesanal crea obra definitiva violin perfecto barnizado rojo hijo punto nacer instrumento viaja mano mano europa canada pasando china epoca actual;1
nan;0
terrible epidemia mutaciones zombies humanos golpeo humanidad puso borde supervivencia años gente frente amenaza fuerzas especiales «r» dedica busqueda destruccion mutantes restantes operaciones busqueda soldados encuentran especie desconocidos adaptado luchar hombre aprendido ganar …;0
nan;0
joven musico indio enamora remedio chica extranjera reside rechaza casarse tipico indio tez morena historia amor surge acaba ruptura olvidarse depresion musico decide alistarse ejercito flirtear muerte conocera periodista discovery channel sentira atraida historia;1
doctor daniel jekyll investigando drogas beneficiarian humanidad evitando cirugia descubre polvo blanco libera salvaje oculta persona transforme bestia salvaje agresiva llamar mr hyde;0
ian gray estudiante biologia molecular especializado evolucion ojo humano conoce misteriosa mujer cuyo iris multicolor años investigacion conduce descubrimiento asombroso cambiar forma percibimos existencia;1
